# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LE
# Instrument ID: SQM_LE-siding_springs_mqu
# Data supplier: Department of Physics and Astronomy / Macquarie University
# Location name: Siding Springs/NSW/Australia - Siding Springs
# Position: -31.2749, 149.0685, 1165
# Local timezone: UTC+10
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 3474
# SQM firmware version: 38
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000003,00000038,00003474
# SQM readout test rx: r, 00.00m,0000587342Hz,0000000000c,0000000.000s, 029.3C
# SQM readout test cx: c,00000019.79m,0000089.409s, 026.1C,00000008.71m, 032.5C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2017-07-08T06:21:29.000;2017-07-08T16:21:29.000;22.80;0.000;506535.200;-0.000
2017-07-08T06:22:11.000;2017-07-08T16:22:11.000;22.74;0.000;495967.800;-0.000
2017-07-08T06:22:56.000;2017-07-08T16:22:56.000;22.68;0.000;489614.800;-0.000
2017-07-08T06:22:56.000;2017-07-08T16:22:56.000;22.68;0.000;489614.800;-0.000
2017-07-08T06:23:58.000;2017-07-08T16:23:58.000;22.50;0.000;478638.600;-0.000
2017-07-08T06:23:58.000;2017-07-08T16:23:58.000;22.50;0.000;478638.600;-0.000
2017-07-08T06:25:36.000;2017-07-08T16:25:36.000;22.50;0.000;460868.400;-0.000
2017-07-08T06:26:24.000;2017-07-08T16:26:24.000;22.50;0.000;450769.400;-0.000
2017-07-08T06:27:13.000;2017-07-08T16:27:13.000;22.38;0.000;443410.600;-0.000
2017-07-08T06:28:02.000;2017-07-08T16:28:02.000;22.26;0.000;434965.600;-0.000
2017-07-08T06:28:52.000;2017-07-08T16:28:52.000;22.20;0.000;425148.400;-0.000
2017-07-08T06:29:41.000;2017-07-08T16:29:41.000;22.20;0.000;416587.600;-0.000
2017-07-08T06:30:30.000;2017-07-08T16:30:30.000;22.14;0.000;408439.200;-0.000
2017-07-08T06:31:19.000;2017-07-08T16:31:19.000;21.96;0.000;400901.000;-0.000
