# Definition of the community standard for skyglow observations 1.0
# URL: http://www.darksky.org/NSBM/sdf1.0.pdf
# Number of header lines: 35
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LE
# Instrument ID: SQM_LE-siding_springs_mqu
# Data supplier: Department of Physics and Astronomy / Macquarie University
# Location name: Siding Springs/NSW/Australia - Siding Springs
# Position: -31.2749, 149.0685, 1165
# Local timezone: UTC+10
# Time Synchronization: NTP
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 0., 0.
# Field of view: 20
# Number of fields per line: 6
# SQM serial number: 3474
# SQM firmware version: 38
# SQM cover offset value: -0.11
# SQM readout test ix: i,00000004,00000003,00000038,00003474
# SQM readout test rx: r, 00.00m,0000585329Hz,0000000000c,0000000.000s, 044.4C
# SQM readout test cx: c,00000019.79m,0000089.409s, 026.1C,00000008.71m, 032.5C
# Comment:
# Comment:
# Comment:
# Comment:
# Comment: Capture program: PySQM
# blank line 30
# blank line 31
# blank line 32
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2017-06-06T06:10:32.000;2017-06-06T16:10:32.000;21.96;0.000;587996.800;-0.000
2017-06-06T06:11:21.000;2017-06-06T16:11:21.000;21.82;0.000;588020.200;-0.000
2017-06-06T06:12:10.000;2017-06-06T16:12:10.000;21.74;0.000;588022.600;-0.000
2017-06-06T06:12:59.000;2017-06-06T16:12:59.000;21.66;0.000;588048.200;-0.000
2017-06-06T06:13:48.000;2017-06-06T16:13:48.000;21.66;0.000;588056.000;-0.000
2017-06-06T06:14:37.000;2017-06-06T16:14:37.000;21.74;0.000;588048.800;-0.000
2017-06-06T06:15:26.000;2017-06-06T16:15:26.000;21.58;0.000;588061.800;-0.000
2017-06-06T06:16:15.000;2017-06-06T16:16:15.000;21.50;0.000;588071.600;-0.000
2017-06-06T06:17:04.000;2017-06-06T16:17:04.000;21.44;0.000;588025.800;-0.000
2017-06-06T06:17:53.000;2017-06-06T16:17:53.000;21.38;0.000;588078.600;-0.000
2017-06-06T06:18:42.000;2017-06-06T16:18:42.000;21.32;0.000;588073.400;-0.000
2017-06-06T06:19:31.000;2017-06-06T16:19:31.000;21.38;0.000;588057.600;-0.000
2017-06-06T06:19:31.000;2017-06-06T16:19:31.000;21.38;0.000;588057.600;-0.000
2017-06-06T06:20:38.000;2017-06-06T16:20:38.000;21.20;0.000;588125.200;-0.000
2017-06-06T06:21:27.000;2017-06-06T16:21:27.000;21.20;0.000;588091.200;-0.000
2017-06-06T06:22:16.000;2017-06-06T16:22:16.000;21.20;0.000;588100.000;-0.000
2017-06-06T06:23:05.000;2017-06-06T16:23:05.000;21.20;0.000;588100.400;-0.000
2017-06-06T06:23:54.000;2017-06-06T16:23:54.000;21.14;0.000;588106.000;-0.000
2017-06-06T06:24:43.000;2017-06-06T16:24:43.000;21.20;0.000;588167.000;-0.000
2017-06-06T06:25:33.000;2017-06-06T16:25:33.000;21.02;0.000;588178.200;-0.000
2017-06-06T06:26:22.000;2017-06-06T16:26:22.000;21.08;0.000;588102.400;-0.000
2017-06-06T06:27:11.000;2017-06-06T16:27:11.000;21.14;0.000;588156.400;-0.000
2017-06-06T06:28:00.000;2017-06-06T16:28:00.000;21.08;0.000;588158.200;-0.000
2017-06-06T06:28:00.000;2017-06-06T16:28:00.000;21.08;0.000;588158.200;-0.000
2017-06-06T06:29:03.000;2017-06-06T16:29:03.000;21.20;0.000;588193.200;-0.000
2017-06-06T06:29:52.000;2017-06-06T16:29:52.000;21.20;0.000;588183.000;-0.000
2017-06-06T06:30:41.000;2017-06-06T16:30:41.000;21.08;0.000;533314.600;-0.000
2017-06-06T06:31:30.000;2017-06-06T16:31:30.000;21.02;0.000;545986.800;-0.000
2017-06-06T06:32:19.000;2017-06-06T16:32:19.000;21.08;0.000;569473.200;-0.000
2017-06-06T06:33:08.000;2017-06-06T16:33:08.000;21.02;0.000;588182.400;-0.000
2017-06-06T06:33:57.000;2017-06-06T16:33:57.000;20.96;0.000;588180.400;-0.000
2017-06-06T06:34:46.000;2017-06-06T16:34:46.000;20.90;0.000;441196.250;-0.000
2017-06-06T06:35:35.000;2017-06-06T16:35:35.000;20.90;0.000;416684.800;-0.000
2017-06-06T06:36:24.000;2017-06-06T16:36:24.000;20.78;0.000;407515.200;-0.000
2017-06-06T06:37:13.000;2017-06-06T16:37:13.000;20.78;0.000;425275.000;-0.000
2017-06-06T06:38:02.000;2017-06-06T16:38:02.000;20.72;0.000;410156.200;-0.000
2017-06-06T06:38:02.000;2017-06-06T16:38:02.000;20.72;0.000;410156.200;-0.000
2017-06-06T06:39:35.000;2017-06-06T16:39:35.000;20.60;0.000;432537.000;-0.000
2017-06-06T06:40:24.000;2017-06-06T16:40:24.000;20.54;0.000;588248.000;-0.000
2017-06-06T06:41:13.000;2017-06-06T16:41:13.000;20.42;0.000;467224.250;-0.000
2017-06-06T06:42:02.000;2017-06-06T16:42:02.000;20.42;0.000;423960.200;-0.000
2017-06-06T06:42:52.000;2017-06-06T16:42:52.000;20.30;0.000;484280.400;-0.000
2017-06-06T06:43:41.000;2017-06-06T16:43:41.000;20.30;0.000;552015.400;-0.000
2017-06-06T06:44:30.000;2017-06-06T16:44:30.000;20.30;0.000;347168.750;5.946
2017-06-06T06:45:19.000;2017-06-06T16:45:19.000;19.98;0.000;324799.200;6.020
2017-06-06T06:46:08.000;2017-06-06T16:46:08.000;19.90;0.000;317775.400;6.048
2017-06-06T06:46:57.000;2017-06-06T16:46:57.000;19.90;0.000;315937.600;6.052
2017-06-06T06:46:57.000;2017-06-06T16:46:57.000;19.90;0.000;315937.600;6.052
2017-06-06T06:48:34.000;2017-06-06T16:48:34.000;19.72;0.000;568988.800;-0.000
2017-06-06T06:49:23.000;2017-06-06T16:49:23.000;19.78;0.000;410516.333;-0.000
2017-06-06T06:50:12.000;2017-06-06T16:50:12.000;19.72;0.000;568851.750;-0.000
2017-06-06T06:50:12.000;2017-06-06T16:50:12.000;19.72;0.000;568851.750;-0.000
2017-06-06T06:51:19.000;2017-06-06T16:51:19.000;19.60;0.000;343049.500;5.959
2017-06-06T06:52:08.000;2017-06-06T16:52:08.000;19.60;0.000;361346.200;5.903
2017-06-06T06:52:57.000;2017-06-06T16:52:57.000;19.54;0.000;294361.400;6.127
2017-06-06T06:53:46.000;2017-06-06T16:53:46.000;19.42;0.000;282014.600;6.174
2017-06-06T06:54:35.000;2017-06-06T16:54:35.000;19.36;0.000;279347.400;6.184
2017-06-06T06:55:24.000;2017-06-06T16:55:24.000;19.30;0.000;259080.200;6.264
2017-06-06T06:56:13.000;2017-06-06T16:56:13.000;19.30;0.000;230957.800;6.387
2017-06-06T06:57:02.000;2017-06-06T16:57:02.000;19.30;0.000;225007.200;6.416
2017-06-06T06:57:56.000;2017-06-06T16:57:56.000;19.12;0.000;217142.400;6.460
2017-06-06T06:58:44.000;2017-06-06T16:58:44.000;19.12;0.000;212972.400;6.480
2017-06-06T06:59:34.000;2017-06-06T16:59:34.000;19.06;0.000;218263.000;6.450
2017-06-06T07:00:23.000;2017-06-06T17:00:23.000;19.12;0.000;206358.400;6.507
2017-06-06T07:00:23.000;2017-06-06T17:00:23.000;19.12;0.000;206358.400;6.507
2017-06-06T07:01:56.000;2017-06-06T17:01:56.000;19.00;0.000;211130.400;6.482
2017-06-06T07:01:56.000;2017-06-06T17:01:56.000;19.00;0.000;211130.400;6.482
2017-06-06T07:03:19.000;2017-06-06T17:03:19.000;18.92;0.000;172981.600;6.704
2017-06-06T07:04:08.000;2017-06-06T17:04:08.000;19.00;0.000;122776.800;7.077
2017-06-06T07:04:57.000;2017-06-06T17:04:57.000;19.00;0.000;105709.400;7.237
2017-06-06T07:05:46.000;2017-06-06T17:05:46.000;18.92;0.000;102952.600;7.266
2017-06-06T07:05:46.000;2017-06-06T17:05:46.000;18.92;0.000;102952.600;7.266
2017-06-06T07:07:19.000;2017-06-06T17:07:19.000;18.68;0.000;85962.000;7.461
2017-06-06T07:08:08.000;2017-06-06T17:08:08.000;18.92;0.000;82757.200;7.506
2017-06-06T07:08:57.000;2017-06-06T17:08:57.000;18.68;0.000;78723.400;7.560
2017-06-06T07:09:46.000;2017-06-06T17:09:46.000;18.68;0.000;64969.400;7.765
2017-06-06T07:10:35.000;2017-06-06T17:10:35.000;18.68;0.000;58914.400;7.872
2017-06-06T07:10:35.000;2017-06-06T17:10:35.000;18.68;0.000;58914.400;7.872
2017-06-06T07:11:58.000;2017-06-06T17:11:58.000;18.60;0.000;49393.000;8.061
2017-06-06T07:12:47.000;2017-06-06T17:12:47.000;18.60;0.000;45212.600;8.158
2017-06-06T07:13:36.000;2017-06-06T17:13:36.000;18.60;0.000;40252.400;8.286
2017-06-06T07:14:25.000;2017-06-06T17:14:25.000;18.60;0.000;35818.800;8.412
2017-06-06T07:15:14.000;2017-06-06T17:15:14.000;18.60;0.000;33419.600;8.489
2017-06-06T07:15:14.000;2017-06-06T17:15:14.000;18.60;0.000;33419.600;8.489
2017-06-06T07:16:28.000;2017-06-06T17:16:28.000;18.54;0.000;29403.000;8.627
2017-06-06T07:17:17.000;2017-06-06T17:17:17.000;18.48;0.000;24180.600;8.839
2017-06-06T07:18:06.000;2017-06-06T17:18:06.000;18.30;0.000;19748.200;9.058
2017-06-06T07:18:55.000;2017-06-06T17:18:55.000;18.30;0.000;16915.600;9.228
2017-06-06T07:19:44.000;2017-06-06T17:19:44.000;18.30;0.000;14489.400;9.393
2017-06-06T07:20:33.000;2017-06-06T17:20:33.000;18.30;0.000;12388.800;9.565
2017-06-06T07:21:22.000;2017-06-06T17:21:22.000;18.30;0.000;10573.800;9.738
2017-06-06T07:21:22.000;2017-06-06T17:21:22.000;18.30;0.000;10573.800;9.738
2017-06-06T07:22:29.000;2017-06-06T17:22:29.000;18.24;0.000;8412.200;9.986
2017-06-06T07:23:18.000;2017-06-06T17:23:18.000;18.30;0.000;7114.400;10.168
2017-06-06T07:24:07.000;2017-06-06T17:24:07.000;18.18;0.000;5991.600;10.354
2017-06-06T07:24:56.000;2017-06-06T17:24:56.000;18.12;0.000;4971.600;10.560
2017-06-06T07:25:45.000;2017-06-06T17:25:45.000;18.12;0.000;4122.200;10.760
2017-06-06T07:26:34.000;2017-06-06T17:26:34.000;18.00;0.000;3426.200;10.960
2017-06-06T07:27:23.000;2017-06-06T17:27:23.000;18.00;0.000;2831.600;11.168
2017-06-06T07:28:12.000;2017-06-06T17:28:12.000;18.00;0.000;2328.000;11.384
2017-06-06T07:28:12.000;2017-06-06T17:28:12.000;18.00;0.000;2328.000;11.384
2017-06-06T07:29:49.000;2017-06-06T17:29:49.000;17.88;0.000;1588.400;11.793
2017-06-06T07:30:38.000;2017-06-06T17:30:38.000;17.88;0.000;1275.200;12.037
2017-06-06T07:31:27.000;2017-06-06T17:31:27.000;17.70;0.000;1034.400;12.261
